Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure RHS,Q-Value,Q-Value based,Penetration
88,3990,2016-07-16,35,1.527,7.2,3.2,900.0,2486.0,43.0,169.0,112,47.0,48.0,3.0,5.0,13.6
89,3991,2016-07-16,35,1.533,9.9,3.3,1200.0,2857.0,43.0,171.0,116,36.0,40.0,3.0,4.0,13.1
90,3992,2016-07-16,38,1.528,10.4,3.2,1200.0,3085.0,40.0,188.0,122,81.0,68.0,3.0,4.0,12.6
91,3993,2016-07-16,33,1.424,11.2,3.7,1200.0,4111.0,43.0,189.0,122,81.0,55.0,3.0,4.0,11.5
92,3994,2016-07-17,34,1.514,11.8,4.0,1200.0,3921.0,44.0,188.0,136,87.0,61.0,4.0,4.0,11.1
93,3995,2016-07-17,25,1.262,13.2,4.6,1300.0,5434.0,49.0,188.0,115,76.0,72.0,4.0,4.0,10.6
94,3996,2016-07-17,28,1.431,11.7,5.4,1000.0,5932.0,50.0,207.0,151,54.0,89.0,4.0,4.0,9.2
95,3997,2016-07-17,28,1.244,7.9,3.5,900.0,4490.0,43.0,204.0,98,35.0,75.0,4.0,5.0,12.1
96,3998,2016-07-17,27,1.231,10.0,3.4,1200.0,3192.0,44.0,206.0,92,44.0,61.0,3.0,4.0,12.9
97,3999,2016-07-17,25,1.246,10.6,3.7,1300.0,3457.0,49.0,188.0,93,44.0,56.0,3.0,4.0,13.2
98,4000,2016-07-18,35,1.54,9.1,3.6,1000.0,3389.0,43.0,189.0,126,54.0,64.0,3.0,5.0,12.1
99,4001,2016-07-18,29,1.524,11.9,4.0,1400.0,3867.0,51.0,188.0,116,73.0,69.0,3.0,4.0,12.9
100,4002,2016-07-18,29,1.526,12.8,4.1,1500.0,3744.0,52.0,189.0,119,63.0,73.0,3.0,4.0,12.8
101,4003,2016-07-18,40,1.51,11.2,3.5,1100.0,3521.0,37.0,188.0,140,84.0,73.0,3.0,4.0,10.5
102,4004,2016-07-18,34,1.532,10.6,3.4,1300.0,3107.0,45.0,191.0,116,62.0,52.0,3.0,4.0,13.1
103,4005,2016-07-18,31,1.279,9.8,3.7,1000.0,3296.0,41.0,189.0,115,76.0,78.0,3.0,4.0,11.3
104,4006,2016-07-19,28,1.312,9.2,3.9,1000.0,3709.0,46.0,188.0,109,58.0,86.0,4.0,5.0,11.7
105,4007,2016-07-19,28,1.242,8.7,4.3,800.0,4295.0,43.0,190.0,120,53.0,92.0,4.0,5.0,10.2
106,4008,2016-07-19,38,1.248,10.0,3.8,800.0,4501.0,33.0,190.0,144,74.0,55.0,4.0,4.0,8.7
107,4009,2016-07-19,26,1.212,9.0,3.4,1100.0,3946.0,45.0,188.0,88,52.0,66.0,4.0,5.0,13.2
108,4010,2016-07-19,32,1.223,10.0,3.5,1000.0,3713.0,38.0,191.0,112,56.0,57.0,4.0,4.0,10.8
109,4011,2016-07-20,28,1.254,12.1,4.1,1200.0,3711.0,44.0,191.0,115,89.0,81.0,4.0,4.0,10.8
110,4012,2016-07-20,25,1.204,12.6,4.3,1300.0,3596.0,48.0,187.0,108,88.0,88.0,4.0,4.0,11.1
111,4013,2016-07-20,35,1.232,11.4,3.7,1000.0,3322.0,35.0,190.0,130,77.0,76.0,3.0,4.0,9.5
112,4014,2016-07-20,29,1.229,10.8,3.5,1200.0,3249.0,42.0,188.0,102,40.0,71.0,3.0,4.0,11.9
113,4015,2016-07-20,32,1.524,8.1,3.6,1000.0,2926.0,48.0,190.0,115,44.0,55.0,3.0,5.0,13.2
114,4016,2016-07-20,31,1.552,9.6,3.7,1200.0,3279.0,50.0,188.0,115,74.0,74.0,3.0,4.0,13.4
115,4017,2016-07-21,29,1.516,11.6,4.2,1300.0,3311.0,51.0,188.0,122,32.0,74.0,3.0,4.0,12.3
116,4018,2016-07-21,31,1.532,9.5,4.3,1000.0,3251.0,49.0,189.0,133,48.0,70.0,3.0,4.0,11.5
117,4019,2016-07-21,28,1.454,9.1,4.3,1000.0,3073.0,51.0,189.0,120,59.0,68.0,3.0,5.0,12.0
118,4020,2016-07-21,30,1.697,7.0,4.5,800.0,3351.0,56.0,190.0,135,68.0,71.0,3.0,5.0,12.4
119,4021,2016-07-21,33,1.499,8.4,3.5,1000.0,3440.0,45.0,188.0,116,55.0,40.0,4.0,5.0,12.8
120,4022,2016-07-21,34,1.531,11.7,3.4,1400.0,4191.0,44.0,190.0,116,58.0,77.0,4.0,4.0,13.0
121,4023,2016-07-21,33,1.527,11.8,3.6,1400.0,4210.0,46.0,189.0,119,73.0,64.0,4.0,4.0,12.7
122,4024,2016-07-21,20,0.949,11.5,3.5,1400.0,3541.0,46.0,189.0,70,70.0,64.0,4.0,4.0,13.1
123,4025,2016-07-21,13,0.605,9.6,3.7,1100.0,3373.0,46.0,187.0,48,78.0,84.0,3.0,4.0,12.5
124,4026,2016-07-22,28,1.512,9.2,4.1,1100.0,2999.0,53.0,188.0,115,67.0,78.0,3.0,5.0,12.9
125,4027,2016-07-22,27,1.519,9.1,4.3,1100.0,2410.0,56.0,188.0,116,58.0,62.0,3.0,5.0,13.1
126,4028,2016-07-22,28,1.664,8.7,4.4,1100.0,2532.0,60.0,187.0,123,56.0,55.0,3.0,5.0,13.5
1,4089,2016-07-31,51,1.542,9.4,2.9,900.0,2673.0,30.0,188.0,148,60.0,70.0,3.0,5.0,10.5
2,4090,2016-08-02,42,1.521,10.8,3.0,1200.0,2607.0,36.0,190.0,126,38.0,61.0,3.0,4.0,12.3
3,4091,2016-08-02,50,1.721,9.5,3.0,1000.0,2550.0,34.0,188.0,150,51.0,60.0,3.0,4.0,11.6
4,4092,2016-08-02,37,1.531,9.9,3.4,1100.0,3759.0,41.0,189.0,126,18.0,79.0,3.0,4.0,12.0
5,4093,2016-08-02,33,1.574,10.7,3.8,1200.0,4478.0,46.0,188.0,125,73.0,81.0,3.0,4.0,12.2
6,4094,2016-08-02,34,1.556,12.2,4.3,1200.0,6344.0,46.0,188.0,146,75.0,86.0,3.0,4.0,10.7
7,4095,2016-08-02,33,1.498,10.6,4.0,1100.0,4144.0,45.0,190.0,132,54.0,84.0,3.0,4.0,11.3
8,4096,2016-08-02,32,1.528,9.9,3.6,1200.0,2807.0,47.0,188.0,115,76.0,81.0,3.0,4.0,13.2
9,4097,2016-08-03,32,1.532,10.5,3.6,1300.0,2619.0,48.0,190.0,115,69.0,44.0,3.0,4.0,13.1
10,4098,2016-08-03,35,1.524,11.2,3.5,1300.0,2770.0,44.0,188.0,123,69.0,34.0,3.0,4.0,12.6
11,4099,2016-08-03,37,1.527,10.1,3.5,1100.0,3268.0,41.0,189.0,130,66.0,38.0,3.0,4.0,11.8
12,4100,2016-08-03,38,1.539,10.4,3.6,1100.0,3737.0,41.0,186.0,137,73.0,68.0,3.0,4.0,11.1
13,4101,2016-08-03,31,1.486,9.7,3.9,1100.0,4148.0,48.0,186.0,121,79.0,83.0,3.0,4.0,12.4
14,4102,2016-08-03,31,1.535,9.5,3.9,1100.0,3996.0,49.0,189.0,121,70.0,80.0,3.0,4.0,12.6
15,4103,2016-08-03,32,1.526,8.8,3.9,1000.0,3453.0,48.0,188.0,125,83.0,71.0,3.0,5.0,12.3
16,4104,2016-08-03,32,1.539,10.3,3.8,1200.0,3445.0,48.0,190.0,122,61.0,56.0,3.0,4.0,12.7
17,4105,2016-08-04,26,1.151,9.1,3.7,1000.0,3351.0,44.0,188.0,96,43.0,56.0,3.0,5.0,11.9
18,4106,2016-08-04,22,0.98,11.8,3.7,1300.0,3275.0,44.0,189.0,81,45.0,53.0,3.0,4.0,12.2
19,4107,2016-08-04,22,0.944,10.5,3.5,1200.0,3332.0,43.0,189.0,77,34.0,65.0,3.0,4.0,12.2
20,4108,2016-08-04,20,0.869,8.6,3.4,1000.0,4366.0,43.0,191.0,68,27.0,71.0,3.0,5.0,12.5
21,4109,2016-08-04,24,0.897,10.6,3.1,1200.0,3240.0,38.0,190.0,74,30.0,68.0,3.0,4.0,12.2
22,4110,2016-08-04,34,1.525,8.2,3.5,1000.0,3110.0,46.0,191.0,119,74.0,80.0,3.0,5.0,12.9
23,4111,2016-08-04,32,1.547,11.7,3.8,1400.0,2682.0,49.0,188.0,122,69.0,68.0,3.0,4.0,12.7
24,4112,2016-08-04,32,1.524,8.9,3.6,1100.0,2211.0,48.0,189.0,115,40.0,38.0,3.0,5.0,13.2
25,4113,2016-08-05,34,1.52,9.5,3.6,1100.0,2572.0,45.0,188.0,122,36.0,39.0,3.0,4.0,12.4
26,4114,2016-08-05,38,1.513,11.9,3.4,1300.0,3523.0,40.0,188.0,129,34.0,39.0,3.0,4.0,11.8
27,4115,2016-08-05,38,1.504,13.4,3.3,1500.0,4499.0,40.0,188.0,125,35.0,80.0,4.0,4.0,11.9
28,4116,2016-08-05,29,1.267,11.4,3.5,1300.0,4222.0,43.0,190.0,102,40.0,88.0,4.0,4.0,12.5
29,4117,2016-08-05,33,1.445,9.7,3.6,1100.0,3814.0,44.0,184.0,119,60.0,87.0,4.0,4.0,12.2
30,4118,2016-08-05,28,1.257,10.7,3.7,1200.0,3256.0,45.0,188.0,104,72.0,71.0,3.0,4.0,12.3
31,4119,2016-08-05,29,1.291,10.8,3.4,1300.0,2999.0,44.0,190.0,99,71.0,66.0,3.0,4.0,12.9
32,4120,2016-08-06,28,1.231,8.1,3.3,1000.0,2862.0,44.0,192.0,92,61.0,45.0,3.0,5.0,13.3
33,4121,2016-08-06,27,1.204,11.3,3.3,1400.0,2659.0,44.0,189.0,89,50.0,26.0,3.0,4.0,13.4
34,4122,2016-08-06,28,1.224,10.2,3.2,1300.0,2523.0,44.0,189.0,90,50.0,23.0,3.0,4.0,13.9
35,4123,2016-08-06,31,1.263,9.7,3.0,1200.0,2580.0,40.0,189.0,93,37.0,33.0,3.0,4.0,13.5
36,4124,2016-08-06,37,1.536,12.6,3.0,1600.0,2619.0,41.0,189.0,111,30.0,31.0,3.0,4.0,13.6
37,4125,2016-08-06,38,1.526,12.5,2.9,1600.0,2843.0,40.0,190.0,110,34.0,32.0,3.0,4.0,13.5
38,4126,2016-08-06,35,1.524,10.8,3.3,1300.0,2915.0,43.0,190.0,116,46.0,42.0,3.0,4.0,13.1
39,4127,2016-08-06,34,1.534,7.5,3.4,900.0,2830.0,44.0,191.0,116,35.0,45.0,3.0,5.0,13.1
40,4128,2016-08-07,32,1.526,8.3,3.2,1100.0,2720.0,46.0,189.0,102,35.0,35.0,3.0,5.0,14.3
41,4129,2016-08-07,39,1.52,10.0,3.0,1200.0,2689.0,39.0,192.0,117,33.0,33.0,3.0,4.0,12.8
42,4130,2016-08-07,29,1.419,10.7,3.4,1400.0,2503.0,48.0,189.0,99,34.0,33.0,3.0,4.0,14.4
43,4131,2016-08-07,38,1.52,8.6,2.9,1100.0,2399.0,40.0,189.0,110,46.0,35.0,3.0,5.0,13.6
44,4132,2016-08-07,36,1.533,7.7,3.0,1000.0,2359.0,42.0,190.0,108,33.0,33.0,3.0,5.0,13.9
45,4133,2016-08-07,21,0.848,8.6,3.2,1000.0,2369.0,40.0,187.0,67,32.0,31.0,3.0,5.0,12.6
46,4134,2016-08-07,17,0.68,14.4,2.9,1800.0,4055.0,39.0,187.0,49,38.0,31.0,3.0,3.0,13.2
47,4135,2016-08-08,38,1.542,12.9,3.2,1500.0,2347.0,40.0,191.0,122,31.0,32.0,3.0,4.0,12.6
48,4136,2016-08-08,37,1.523,10.9,3.1,1300.0,2652.0,40.0,189.0,115,32.0,34.0,3.0,4.0,12.8
49,4137,2016-08-08,37,1.522,11.7,3.1,1400.0,2762.0,40.0,189.0,115,31.0,32.0,3.0,4.0,12.9
50,4138,2016-08-08,37,1.368,10.6,3.2,1100.0,3463.0,36.0,190.0,118,51.0,61.0,3.0,4.0,11.2
51,4139,2016-08-08,30,1.238,12.3,3.5,1300.0,3118.0,40.0,191.0,105,36.0,39.0,4.0,5.0,11.7
52,4140,2016-08-08,35,1.531,8.1,3.2,1000.0,3512.0,43.0,188.0,112,48.0,83.0,4.0,5.0,13.2
53,4141,2016-08-09,36,1.523,9.3,3.3,1100.0,3139.0,42.0,188.0,119,35.0,46.0,4.0,5.0,12.7
54,4142,2016-08-09,35,1.51,8.5,3.3,1000.0,2998.0,42.0,189.0,116,32.0,38.0,3.0,5.0,12.7
55,4143,2016-08-09,37,1.523,8.6,3.2,1000.0,2728.0,40.0,191.0,118,33.0,33.0,3.0,5.0,12.5
56,4144,2016-08-09,35,1.426,7.6,3.2,900.0,2776.0,41.0,187.0,112,32.0,33.0,3.0,5.0,12.7
57,4145,2016-08-09,28,1.246,8.8,3.2,1100.0,2647.0,43.0,189.0,90,33.0,34.0,3.0,5.0,13.4
58,4146,2016-08-09,29,1.269,11.3,3.3,1400.0,3077.0,44.0,187.0,96,39.0,49.0,3.0,4.0,13.4
59,4147,2016-08-09,33,1.565,28.6,4.3,2900.0,7026.0,47.0,188.0,142,39.0,50.0,3.0,2.0,10.9
60,4148,2016-08-09,37,1.534,22.1,4.0,2100.0,5618.0,41.0,206.0,148,46.0,58.0,3.0,2.0,10.3
61,4149,2016-08-10,35,1.524,14.0,3.5,1600.0,3281.0,43.0,209.0,123,30.0,45.0,3.0,3.0,12.4
62,4150,2016-08-10,46,1.522,10.8,3.3,1000.0,2979.0,33.0,205.0,152,29.0,44.0,3.0,4.0,10.1
63,4151,2016-08-10,55,1.725,12.3,3.2,1100.0,3255.0,31.0,190.0,176,39.0,70.0,3.0,4.0,9.6
64,4152,2016-08-10,35,1.53,9.9,3.3,1200.0,3204.0,43.0,187.0,116,29.0,78.0,3.0,4.0,12.9
65,4153,2016-08-10,34,1.52,11.5,3.6,1300.0,3305.0,44.0,188.0,122,31.0,43.0,4.0,4.0,12.4
66,4154,2016-08-10,30,1.279,17.9,4.0,1700.0,4736.0,41.0,189.0,120,34.0,56.0,4.0,2.0,10.5
67,4155,2016-08-11,32,1.236,18.2,4.0,1600.0,4739.0,38.0,190.0,128,33.0,45.0,4.0,2.0,9.5
68,4156,2016-08-11,30,1.216,17.4,3.8,1700.0,4997.0,40.0,187.0,114,30.0,71.0,4.0,3.0,10.4
69,4157,2016-08-11,36,1.218,23.6,3.8,1900.0,6673.0,33.0,217.0,137,30.0,84.0,4.0,2.0,8.8
70,4158,2016-08-11,32,1.287,27.6,3.7,2700.0,7576.0,39.0,227.0,118,36.0,64.0,4.0,2.0,10.5
71,4159,2016-08-11,38,1.547,30.9,4.4,2600.0,7610.0,40.0,226.0,167,33.0,38.0,4.0,2.0,9.2
72,4160,2016-08-11,32,1.274,27.8,4.3,2400.0,6886.0,40.0,225.0,138,37.0,45.0,4.0,2.0,9.3
73,4161,2016-08-12,40,1.268,25.1,3.8,1900.0,5756.0,31.0,226.0,152,31.0,38.0,4.0,2.0,8.3
74,4162,2016-08-12,30,1.257,29.7,4.7,2400.0,7299.0,41.0,227.0,141,32.0,33.0,4.0,2.0,8.6
75,4163,2016-08-12,35,1.234,24.0,4.1,1900.0,6515.0,35.0,228.0,144,32.0,32.0,4.0,2.0,8.5
76,4164,2016-08-13,32,1.224,15.1,3.8,1400.0,4225.0,38.0,225.0,122,33.0,29.0,4.0,3.0,10.0
77,4165,2016-08-13,26,1.217,11.9,3.8,1300.0,3523.0,45.0,227.0,99,33.0,28.0,4.0,4.0,12.0
78,4166,2016-08-13,28,1.239,9.1,3.7,1000.0,2900.0,44.0,227.0,104,31.0,30.0,4.0,5.0,11.8
79,4167,2016-08-13,27,1.227,8.9,3.7,1000.0,2931.0,45.0,226.0,100,34.0,30.0,4.0,5.0,12.2
80,4168,2016-08-13,28,1.312,8.8,3.4,1100.0,3164.0,46.0,188.0,95,37.0,29.0,4.0,5.0,13.2
81,4169,2016-08-13,26,1.26,14.5,3.8,1700.0,4311.0,48.0,189.0,99,50.0,35.0,4.0,3.0,12.6
82,4170,2016-08-13,25,1.262,17.2,3.8,2100.0,5691.0,50.0,190.0,95,43.0,36.0,4.0,3.0,13.2
83,4171,2016-08-13,24,1.252,14.2,4.2,1600.0,4008.0,51.0,189.0,101,39.0,32.0,4.0,3.0,12.3
84,4172,2016-08-13,24,1.254,9.9,3.9,1200.0,3066.0,51.0,190.0,94,36.0,36.0,4.0,4.0,13.1
85,4173,2016-08-14,30,1.235,13.8,3.5,1500.0,4171.0,41.0,189.0,105,33.0,33.0,4.0,3.0,11.5
86,4174,2016-08-14,34,1.226,22.2,3.7,2000.0,5738.0,36.0,207.0,126,33.0,33.0,4.0,2.0,9.6
87,4175,2016-08-14,29,1.259,28.8,4.1,2800.0,6761.0,43.0,208.0,119,33.0,34.0,4.0,2.0,10.5
88,4176,2016-08-14,36,1.534,34.7,4.4,3000.0,7439.0,41.0,207.0,158,31.0,31.0,4.0,2.0,9.5
89,4177,2016-08-14,35,1.55,31.9,4.2,3100.0,7265.0,44.0,207.0,147,32.0,32.0,4.0,2.0,10.3
90,4178,2016-08-15,35,1.523,31.6,4.2,3000.0,7048.0,43.0,208.0,147,30.0,32.0,3.0,2.0,10.3
91,4179,2016-08-15,35,1.549,16.1,4.1,1600.0,4099.0,44.0,207.0,144,30.0,31.0,3.0,3.0,10.6
92,4180,2016-08-15,36,1.535,13.9,3.6,1500.0,4317.0,42.0,207.0,130,30.0,31.0,3.0,3.0,11.8
93,4181,2016-08-15,42,1.705,9.5,3.5,1000.0,3234.0,40.0,208.0,147,30.0,32.0,3.0,4.0,11.6
94,4182,2016-08-15,35,1.508,12.7,3.6,1400.0,3719.0,43.0,207.0,126,30.0,31.0,3.0,4.0,11.7
95,4183,2016-08-15,34,1.533,11.8,3.7,1300.0,3187.0,44.0,207.0,126,30.0,32.0,3.0,4.0,12.0
96,4184,2016-08-15,36,1.224,19.4,3.7,1600.0,5024.0,33.0,198.0,133,30.0,32.0,3.0,2.0,9.1
97,4185,2016-08-16,32,1.235,27.3,3.7,2600.0,6744.0,38.0,226.0,118,30.0,31.0,3.0,2.0,10.3
98,4186,2016-08-16,43,1.537,30.8,3.7,2700.0,7287.0,35.0,227.0,159,28.0,47.0,3.0,2.0,9.5
99,4187,2016-08-16,43,1.534,34.4,4.3,2600.0,7938.0,35.0,227.0,185,26.0,56.0,3.0,2.0,8.3
100,4188,2016-08-16,47,1.701,31.7,4.6,2300.0,7188.0,36.0,228.0,216,26.0,60.0,4.0,2.0,7.7
101,4189,2016-08-16,37,1.533,27.2,4.3,2400.0,7111.0,41.0,227.0,159,31.0,50.0,4.0,2.0,9.6
102,4190,2016-08-16,28,1.266,24.7,4.3,2400.0,6552.0,45.0,225.0,120,34.0,43.0,4.0,2.0,10.5
103,4191,2016-08-16,26,1.249,17.1,4.0,1900.0,4845.0,48.0,226.0,104,33.0,54.0,4.0,3.0,11.9
104,4192,2016-08-16,25,1.196,17.4,4.0,1900.0,4606.0,47.0,227.0,100,31.0,32.0,4.0,3.0,11.8
105,4193,2016-08-17,32,1.231,23.5,3.6,2300.0,6048.0,38.0,227.0,115,32.0,31.0,4.0,2.0,10.8
106,4194,2016-08-17,33,1.239,28.3,3.6,2700.0,7358.0,37.0,226.0,119,31.0,31.0,4.0,2.0,10.3
107,4195,2016-08-17,41,1.56,35.9,4.4,2800.0,8481.0,37.0,228.0,180,31.0,31.0,4.0,2.0,8.6
108,4196,2016-08-18,31,1.232,32.1,4.3,2700.0,7660.0,39.0,236.0,133,31.0,31.0,4.0,2.0,8.9
109,4197,2016-08-18,30,1.299,39.2,4.6,3400.0,8804.0,43.0,235.0,138,30.0,33.0,4.0,2.0,9.3
110,4198,2016-08-18,27,1.314,31.7,4.7,3000.0,6988.0,48.0,235.0,127,31.0,29.0,4.0,2.0,10.3
111,4199,2016-08-18,28,1.43,23.3,4.5,2400.0,5951.0,50.0,235.0,126,33.0,32.0,4.0,2.0,11.0
112,4200,2016-08-18,32,1.289,18.5,3.6,1900.0,5149.0,40.0,234.0,115,34.0,32.0,4.0,2.0,11.2
113,4201,2016-08-18,38,1.242,31.3,3.2,2900.0,7475.0,32.0,236.0,122,30.0,32.0,4.0,2.0,10.1
114,4202,2016-08-18,43,1.222,34.3,2.7,3300.0,7892.0,28.0,236.0,116,32.0,33.0,4.0,2.0,10.5
115,4203,2016-08-18,36,1.174,34.2,2.9,3500.0,8456.0,32.0,235.0,104,32.0,32.0,4.0,2.0,11.1
116,4204,2016-08-18,35,1.274,35.3,3.1,3800.0,8796.0,36.0,235.0,109,32.0,32.0,4.0,2.0,11.8
117,4205,2016-08-19,38,1.281,33.4,3.1,3400.0,8069.0,34.0,237.0,118,33.0,31.0,4.0,2.0,11.0
118,4206,2016-08-19,36,1.285,26.0,3.1,2800.0,6686.0,36.0,236.0,112,33.0,31.0,4.0,2.0,11.6
119,4207,2016-08-19,36,1.262,22.5,2.8,2600.0,6713.0,35.0,236.0,101,34.0,31.0,4.0,2.0,12.5
120,4208,2016-08-19,40,1.46,21.0,2.8,2500.0,5555.0,36.0,236.0,112,35.0,32.0,4.0,2.0,12.9
121,4209,2016-08-19,35,1.215,8.1,2.9,900.0,3416.0,35.0,237.0,102,37.0,32.0,4.0,5.0,11.8
122,4210,2016-08-19,33,1.232,8.7,3.3,900.0,3496.0,37.0,236.0,109,34.0,27.0,4.0,5.0,11.1
123,4211,2016-08-19,32,1.263,11.1,3.0,1300.0,3296.0,38.0,213.0,96,34.0,31.0,4.0,4.0,12.9
124,4212,2016-08-20,31,1.254,9.4,2.9,1200.0,2890.0,40.0,190.0,90,33.0,31.0,4.0,5.0,13.9
125,4213,2016-08-20,31,1.281,10.3,3.0,1300.0,3045.0,41.0,190.0,93,32.0,31.0,4.0,4.0,13.8
126,4214,2016-08-20,38,1.517,11.6,3.0,1400.0,3016.0,39.0,189.0,114,31.0,32.0,4.0,4.0,13.2
1,4317,2016-09-01,25,1.224,10.8,3.7,1300.0,4293.0,48.0,188.0,93,43.0,56.0,3.0,4.0,12.8
2,4318,2016-09-01,26,1.304,11.0,3.9,1300.0,5739.0,50.0,188.0,101,49.0,54.0,3.0,4.0,12.8
3,4319,2016-09-01,25,1.259,10.6,4.0,1200.0,4279.0,49.0,188.0,100,39.0,38.0,3.0,4.0,12.4
4,4320,2016-09-01,28,1.219,13.1,4.0,1300.0,3891.0,43.0,188.0,112,39.0,38.0,3.0,4.0,10.7
5,4321,2016-09-01,25,1.227,22.0,4.0,2500.0,5761.0,49.0,190.0,100,37.0,36.0,3.0,2.0,12.2
6,4322,2016-09-01,25,1.238,17.3,4.0,2000.0,4856.0,50.0,189.0,100,40.0,45.0,3.0,3.0,12.5
7,4323,2016-09-01,25,1.252,7.8,4.0,900.0,3212.0,50.0,190.0,100,52.0,40.0,3.0,5.0,12.5
8,4324,2016-09-01,30,1.536,9.5,4.0,1100.0,2861.0,50.0,189.0,120,34.0,31.0,3.0,4.0,12.5
9,4325,2016-09-01,28,1.415,12.0,3.9,1400.0,2631.0,49.0,191.0,109,31.0,31.0,3.0,4.0,12.5
10,4326,2016-09-01,34,1.532,12.9,3.5,1500.0,3290.0,44.0,189.0,119,63.0,54.0,3.0,4.0,12.6
11,4327,2016-09-02,35,1.533,14.9,3.3,1800.0,4329.0,43.0,189.0,116,51.0,47.0,3.0,3.0,13.1
12,4328,2016-09-02,36,1.534,15.2,3.7,1600.0,4686.0,42.0,189.0,133,63.0,68.0,3.0,3.0,11.5
13,4329,2016-09-02,35,1.536,15.3,3.8,1600.0,5707.0,43.0,188.0,133,40.0,81.0,3.0,3.0,11.2
14,4330,2016-09-02,27,1.235,13.1,3.9,1400.0,5551.0,45.0,190.0,105,45.0,78.0,3.0,4.0,11.5
15,4331,2016-09-02,31,1.259,9.0,3.7,900.0,4398.0,40.0,190.0,115,45.0,71.0,4.0,5.0,11.0
16,4332,2016-09-02,26,1.154,14.1,3.6,1600.0,4554.0,44.0,188.0,94,34.0,57.0,4.0,3.0,12.4
17,4333,2016-09-03,36,1.546,19.9,3.6,2200.0,4511.0,43.0,188.0,130,37.0,49.0,4.0,2.0,11.8
18,4334,2016-09-03,22,0.983,18.2,3.8,2000.0,4682.0,45.0,190.0,84,40.0,44.0,4.0,2.0,11.9
19,4335,2016-09-03,32,1.242,29.7,3.7,2900.0,7160.0,39.0,190.0,118,35.0,38.0,4.0,2.0,10.4
20,4336,2016-09-04,14,0.533,24.6,3.7,2400.0,6374.0,39.0,187.0,52,42.0,46.0,4.0,2.0,10.5
21,4337,2016-09-04,19,0.757,28.7,3.7,2800.0,7241.0,39.0,189.0,70,33.0,32.0,4.0,2.0,10.5
22,4338,2016-09-04,30,1.237,29.8,3.9,2900.0,8170.0,41.0,202.0,117,32.0,32.0,4.0,2.0,10.4
23,4339,2016-09-04,26,1.235,13.5,3.9,1500.0,5005.0,47.0,200.0,101,32.0,33.0,4.0,3.0,12.0
24,4340,2016-09-04,25,1.239,8.6,3.9,1000.0,3816.0,49.0,210.0,98,39.0,37.0,4.0,5.0,12.3
25,4341,2016-09-05,27,1.25,9.3,3.6,1100.0,3477.0,46.0,208.0,97,50.0,40.0,4.0,5.0,12.7
26,4342,2016-09-05,27,1.267,13.2,3.6,1600.0,3853.0,47.0,207.0,97,32.0,33.0,4.0,4.0,12.9
27,4343,2016-09-05,28,1.25,13.3,3.7,1500.0,3491.0,45.0,207.0,104,30.0,32.0,4.0,4.0,12.2
28,4344,2016-09-05,27,1.154,13.9,3.6,1500.0,2952.0,42.0,206.0,97,31.0,33.0,4.0,3.0,11.8
29,4345,2016-09-05,27,1.185,12.1,3.7,1300.0,3349.0,43.0,207.0,100,29.0,31.0,4.0,4.0,11.8
30,4346,2016-09-05,28,1.248,20.6,3.9,2200.0,5108.0,45.0,208.0,109,30.0,32.0,4.0,2.0,11.5
31,4347,2016-09-05,31,1.525,16.7,4.0,1900.0,3970.0,49.0,207.0,124,30.0,31.0,3.0,3.0,12.3
32,4348,2016-09-05,34,1.566,15.0,4.0,1600.0,3306.0,46.0,210.0,136,30.0,31.0,3.0,3.0,11.4
33,4349,2016-09-06,30,1.52,11.8,3.9,1400.0,3310.0,50.0,207.0,117,31.0,31.0,3.0,4.0,12.8
34,4350,2016-09-06,32,1.522,11.6,3.6,1400.0,3902.0,47.0,208.0,115,32.0,36.0,3.0,4.0,13.2
35,4351,2016-09-06,35,1.52,6.1,3.0,800.0,3491.0,43.0,208.0,105,32.0,49.0,3.0,5.0,14.1
36,4352,2016-09-06,27,1.275,11.5,3.5,1400.0,3974.0,46.0,208.0,95,34.0,34.0,3.0,4.0,13.2
37,4353,2016-09-06,32,1.533,9.4,3.4,1200.0,3058.0,47.0,208.0,109,32.0,37.0,3.0,5.0,13.9
38,4354,2016-09-06,30,1.254,10.7,3.6,1100.0,2824.0,40.0,212.0,108,33.0,34.0,3.0,4.0,11.1
39,4355,2016-09-06,25,1.237,14.1,3.5,1800.0,3004.0,48.0,207.0,88,31.0,33.0,3.0,3.0,13.7
40,4356,2016-09-07,27,1.251,26.7,3.8,3000.0,6297.0,46.0,208.0,103,30.0,32.0,3.0,2.0,11.9
41,4357,2016-09-07,28,1.228,25.1,3.8,2700.0,5641.0,44.0,208.0,106,35.0,31.0,3.0,2.0,11.6
42,4358,2016-09-07,28,1.245,16.2,3.3,2000.0,3243.0,44.0,206.0,92,31.0,31.0,3.0,3.0,13.4
43,4359,2016-09-07,9,0.459,19.3,3.5,2500.0,4464.0,49.0,206.0,32,31.0,32.0,3.0,2.0,14.0
44,4360,2016-09-07,22,1.008,20.1,3.9,2100.0,5052.0,44.0,209.0,86,32.0,31.0,3.0,2.0,11.3
45,4361,2016-09-07,29,1.227,29.0,3.9,2900.0,7129.0,42.0,207.0,113,30.0,31.0,3.0,2.0,10.9
